NODEID,ONSTREETNAME,FROMSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
53582,LURTING AVENUE,PELHAM PARKWAY,X,11/22/2017 14:37:10,02/19/2018 23:59:59,DOT IN-HOUSE MILLING
53582,LURTING AVENUE,PELHAM PARKWAY,X,11/22/2017 14:37:11,02/19/2018 23:59:59,DOT IN-HOUSE PAVING
53583,ESPLANADE,LURTING AVENUE,X,11/22/2017 14:37:08,02/19/2018 23:59:59,DOT IN-HOUSE MILLING
53583,ESPLANADE,LURTING AVENUE,X,11/22/2017 14:37:09,02/19/2018 23:59:59,DOT IN-HOUSE PAVING
34974,97 AVENUE,VAN WYCK EXPRESSWAY,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE PAVING
34978,97 AVENUE,REMINGTON STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE MILLING
34978,97 AVENUE,REMINGTON STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE PAVING
34979,101 AVENUE,REMINGTON STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE MILLING
61533,93 ROAD,224 STREET,Q,02/06/2019 06:17:46,03/09/2019 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
48763,EAST KINGSBRIDGE ROAD,MORRIS AVENUE,X,09/18/2017 14:03:13,11/30/2017 23:59:59,DOT IN-HOUSE MILLING
48828,EAST KINGSBRIDGE ROAD,EAST FORDHAM ROAD,X,10/20/2017 14:17:08,01/17/2018 23:59:59,DOT IN-HOUSE PAVING
62297,63 AVENUE,251 STREET,Q,10/20/2017 10:05:53,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING
62701,88 ROAD,COMMONWEALTH BOULEVARD,Q,10/20/2017 14:58:08,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
54095,BAYCHESTER AVENUE,BURKE AVENUE,X,11/22/2017 14:41:26,01/31/2018 23:59:59,DOT IN-HOUSE PAVING
32809,85 AVENUE,112 STREET,Q,05/07/2018 09:44:39,06/08/2018 23:59:59,DOT IN-HOUSE MILLING
54096,BAYCHESTER AVENUE,EAST  222 STREET,X,11/22/2017 14:41:27,01/31/2018 23:59:59,DOT IN-HOUSE PAVING
54101,BAYCHESTER AVENUE,TILLOTSON AVENUE,X,11/22/2017 14:41:31,01/31/2018 23:59:59,DOT IN-HOUSE PAVING
54102,BAYCHESTER AVENUE,NYCTA SUBWAY,X,11/22/2017 14:41:32,01/31/2018 23:59:59,DOT IN-HOUSE PAVING
54538,BAYCHESTER AVENUE,EAST  233 STREET,X,11/22/2017 14:42:59,02/19/2018 23:59:59,DOT IN-HOUSE PAVING
54577,BAYCHESTER AVENUE,NEEDHAM AVENUE,X,11/22/2017 14:42:55,02/19/2018 23:59:59,DOT IN-HOUSE PAVING
54578,BAYCHESTER AVENUE,BOSTON ROAD,X,11/22/2017 14:42:53,02/19/2018 23:59:59,DOT IN-HOUSE PAVING
34979,101 AVENUE,REMINGTON STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE PAVING
34980,102 AVENUE,REMINGTON STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE MILLING
34980,102 AVENUE,REMINGTON STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE PAVING
55670,COLDEN STREET,NEGUNDO AVENUE,Q,09/20/2017 16:19:04,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
55671,COLDEN STREET,OAK AVENUE,Q,09/20/2017 16:19:06,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
32203,78 STREET,JAMAICA AVENUE,Q,04/09/2018 00:00:00,05/31/2018 23:59:59,DOT IN-HOUSE MILLING
32203,78 STREET,JAMAICA AVENUE,Q,04/09/2018 00:00:00,05/31/2018 23:59:59,DOT IN-HOUSE PAVING
39651,111 ROAD,196 STREET,Q,10/25/2017 13:00:20,11/20/2017 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
39652,112 AVENUE,196 STREET,Q,10/25/2017 13:00:17,11/20/2017 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
39735,112 AVENUE,197 STREET,Q,10/25/2017 13:00:18,11/20/2017 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
50682,40 ROAD,95 STREET,Q,08/21/2017 00:00:00,10/06/2017 23:59:59,DOT IN-HOUSE PAVING
50683,41 AVENUE,95 STREET,Q,08/21/2017 00:00:00,10/06/2017 23:59:59,DOT IN-HOUSE MILLING
50683,41 AVENUE,95 STREET,Q,08/21/2017 00:00:00,10/06/2017 23:59:59,DOT IN-HOUSE PAVING
50684,41 ROAD,95 STREET,Q,08/21/2017 00:00:00,10/06/2017 23:59:59,DOT IN-HOUSE MILLING
45417,59 ROAD,68 STREET,Q,10/26/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE MILLING
45417,59 ROAD,68 STREET,Q,10/26/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
45419,59 DRIVE,68 STREET,Q,10/26/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE MILLING
54578,BAYCHESTER AVENUE,BOSTON ROAD,X,11/22/2017 14:41:33,01/31/2018 23:59:59,DOT IN-HOUSE PAVING
46031,43 AVENUE,ITHACA STREET,Q,08/22/2017 11:16:31,11/02/2017 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
44565,INDIAN ROAD,WEST  214 STREET,M,07/26/2018 00:00:00,08/03/2018 23:59:59,DOT IN-HOUSE PAVING
44569,INDIAN ROAD,INWOOD HILL PARK BOUNDARY,M,07/26/2018 00:00:00,08/03/2018 23:59:59,DOT IN-HOUSE PAVING
52842,GLOVER STREET,ST RAYMOND AVENUE,X,04/26/2018 14:49:01,07/24/2018 23:59:59,DOT IN-HOUSE PAVING
23648,3 AVENUE,EAST   88 STREET,M,02/09/2019 00:00:00,02/18/2019 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
23648,3 AVENUE,EAST   88 STREET,M,02/09/2019 00:00:00,02/18/2019 23:58:59,PLACE MATERIAL ON STREET
23818,2 AVENUE,EAST  100 STREET,M,10/30/2018 15:38:29,12/31/2018 23:59:59,DOT IN-HOUSE PAVING
23861,BROADWAY,WEST  103 STREET,M,10/30/2018 15:46:57,12/31/2018 23:59:59,DOT IN-HOUSE PAVING
61138,74 AVENUE,220 STREET,Q,11/15/2017 09:28:48,12/29/2017 23:59:59,DOT IN-HOUSE MILLING
61138,74 AVENUE,220 STREET,Q,11/15/2017 09:28:49,12/29/2017 23:59:59,DOT IN-HOUSE PAVING
61066,75 AVENUE,217 STREET,Q,10/23/2017 09:55:52,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING
61067,74 AVENUE,75 AVENUE,Q,10/23/2017 09:55:48,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING
61136,75 AVENUE,220 STREET,Q,10/23/2017 09:55:53,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING
61752,67 AVENUE,SPRINGFIELD BOULEVARD,Q,10/23/2017 09:55:41,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING
44550,BROADWAY,ISHAM STREET,M,08/02/2018 00:00:00,08/17/2018 23:59:59,DOT IN-HOUSE PAVING
46155,58 STREET,ROOSEVELT AVENUE,Q,01/05/2018 00:00:00,01/08/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
46155,58 STREET,ROOSEVELT AVENUE,Q,01/05/2018 00:00:00,01/08/2018 23:58:59,PLACE CRANE OR SHOVEL ON STREET
46155,58 STREET,ROOSEVELT AVENUE,Q,01/05/2018 00:00:00,01/08/2018 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
46158,59 STREET,ROOSEVELT AVENUE,Q,01/05/2018 00:00:00,01/08/2018 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
42846,EAST  139 STREET,3 AVENUE,X,09/05/2017 15:04:24,12/03/2017 23:59:59,DOT IN-HOUSE MILLING
42919,ALEXANDER AVENUE,EAST  139 STREET,X,09/05/2017 15:04:26,12/03/2017 23:59:59,DOT IN-HOUSE MILLING
35064,LIBERTY AVENUE,REMINGTON STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE MILLING
47473,MANIDA STREET,OAK POINT AVENUE,X,08/09/2017 15:25:22,11/06/2017 23:59:59,DOT IN-HOUSE PAVING
47477,MANIDA STREET,SPOFFORD AVENUE,X,08/09/2017 15:25:26,11/06/2017 23:59:59,DOT IN-HOUSE MILLING
47477,MANIDA STREET,SPOFFORD AVENUE,X,08/09/2017 15:25:27,11/06/2017 23:59:59,DOT IN-HOUSE PAVING
55828,BOWNE STREET,ROSE AVENUE,Q,09/20/2017 16:32:49,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
54417,EAST  240 STREET,GARDEN PLACE,X,08/18/2017 00:00:00,10/09/2017 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
54417,EAST  240 STREET,GARDEN PLACE,X,08/18/2017 00:00:00,10/09/2017 23:58:59,PLACE CRANE OR SHOVEL ON STREET
54417,EAST  240 STREET,GARDEN PLACE,X,08/18/2017 00:00:00,10/09/2017 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
54417,EAST  240 STREET,GARDEN PLACE,X,08/18/2017 00:00:00,10/09/2017 23:58:59,PLACE MATERIAL ON STREET
54417,EAST  240 STREET,GARDEN PLACE,X,08/18/2017 00:00:00,10/09/2017 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
54418,EAST  240 STREET,FURMAN AVENUE,X,08/18/2017 00:00:00,10/09/2017 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
44646,BROADWAY,WEST  214 STREET,M,08/02/2018 00:00:00,08/17/2018 23:59:59,DOT IN-HOUSE PAVING
101964,87 AVENUE,233 STREET,Q,01/01/2018 00:00:00,04/01/2018 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION WATER
32816,86 AVENUE,114 STREET,Q,05/07/2018 09:15:18,06/08/2018 23:59:59,DOT IN-HOUSE PAVING
55147,HORACE HARDING EXPRESSWAY,PARSONS BOULEVARD,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
55526,NORTHERN BOULEVARD,UNION STREET,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
55595,34 AVENUE,UNION STREET,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
56036,43 AVENUE,164 STREET,Q,09/27/2017 00:00:00,10/12/2017 23:58:59,REPAIR GAS - PROTECTED
42846,EAST  139 STREET,3 AVENUE,X,09/05/2017 15:04:24,12/02/2017 23:59:59,DOT IN-HOUSE PAVING
15477,DUANE STREET,ELK STREET,M,12/11/2017 14:32:09,03/10/2018 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
42923,EAST  139 STREET,WILLIS AVENUE,X,09/05/2017 15:04:29,12/03/2017 23:59:59,DOT IN-HOUSE MILLING
35065,104 AVENUE,REMINGTON STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE MILLING
35065,104 AVENUE,REMINGTON STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE PAVING
52848,PARKER STREET,ST RAYMOND AVENUE,X,04/26/2018 14:49:02,07/24/2018 23:59:59,DOT IN-HOUSE PAVING
55912,46 AVENUE,157 STREET,Q,09/20/2017 11:40:17,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
55914,46 AVENUE,159 STREET,Q,09/20/2017 11:40:22,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
44650,BROADWAY,WEST  215 STREET,M,08/02/2018 00:00:00,08/17/2018 23:59:59,DOT IN-HOUSE PAVING
32966,BEACH  101 STREET,HOLLYHURST COURT,Q,04/23/2018 00:00:00,05/23/2018 23:59:59,DOT IN-HOUSE MILLING
33123,BEACH   94 STREET,ROCKAWAY BEACH BOULEVARD,Q,04/23/2018 00:00:00,05/23/2018 23:59:59,DOT IN-HOUSE PAVING
30083,60 STREET,68 ROAD,Q,01/01/2018 00:00:00,03/11/2018 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
44653,BROADWAY,WEST  216 STREET,M,08/02/2018 13:00:49,08/10/2018 23:59:59,DOT IN-HOUSE PAVING
23400,CENTRAL PARK WEST,WEST   83 STREET,M,10/18/2017 16:08:27,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
23401,CENTRAL PARK WEST,WEST   84 STREET,M,10/18/2017 16:08:28,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
23489,5 AVENUE,EAST   81 STREET,M,10/16/2017 14:44:44,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING
23524,3 AVENUE,EAST   77 STREET,M,10/18/2017 16:07:52,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
32832,85 AVENUE,115 STREET,Q,05/07/2018 09:44:51,06/08/2018 23:59:59,DOT IN-HOUSE MILLING
32832,85 AVENUE,115 STREET,Q,05/07/2018 09:44:52,06/08/2018 23:59:59,DOT IN-HOUSE PAVING
87486,PARK ROW,SPRUCE STREET,M,02/11/2019 12:46:32,03/11/2019 23:58:59,REPAIR ELECTRIC/COMMUNICATIONS - PROT
55597,33 AVENUE,UNION STREET,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
47946,CROTONA AVENUE,CROTONA PARK SOUTH,X,11/13/2017 07:13:28,02/07/2018 23:59:59,DOT IN-HOUSE PAVING
42919,ALEXANDER AVENUE,EAST  139 STREET,X,09/05/2017 15:04:27,12/02/2017 23:59:59,DOT IN-HOUSE PAVING
42923,EAST  139 STREET,WILLIS AVENUE,X,09/05/2017 15:04:29,12/02/2017 23:59:59,DOT IN-HOUSE PAVING
52860,ST RAYMOND AVENUE,ZEREGA AVENUE,X,04/26/2018 14:49:04,07/24/2018 23:59:59,DOT IN-HOUSE PAVING
52960,ROWLAND STREET,ST RAYMOND AVENUE,X,04/26/2018 14:49:05,07/24/2018 23:59:59,DOT IN-HOUSE PAVING
52963,SEDDON STREET,ST RAYMOND AVENUE,X,04/26/2018 14:49:06,07/24/2018 23:59:59,DOT IN-HOUSE PAVING
42176,ASTORIA BOULEVARD,NEWTOWN AVENUE,Q,12/02/2017 00:00:00,12/18/2017 23:58:59,PLACE CRANE OR SHOVEL ON STREET
52965,ST PETERS AVENUE,ST RAYMOND AVENUE,X,04/26/2018 14:49:07,07/24/2018 23:59:59,DOT IN-HOUSE PAVING
52966,ST PETERS AVENUE,ST RAYMOND AVENUE,X,04/26/2018 14:49:07,07/24/2018 23:59:59,DOT IN-HOUSE PAVING
52979,OVERING STREET,ST RAYMOND AVENUE,X,04/26/2018 14:49:10,07/24/2018 23:59:59,DOT IN-HOUSE PAVING
17072,AVENUE V,GRAVESEND NECK ROAD,B,09/08/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE PAVING
17073,AVENUE V,EAST   23 STREET,B,09/08/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE PAVING
17081,AVENUE V,EAST   24 STREET,B,09/08/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE PAVING
17113,DOOLEY STREET,EMMONS AVENUE,B,09/07/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
17124,EAST   23 STREET,EMMONS AVENUE,B,09/07/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
17171,AVENUE V,EAST   26 STREET,B,09/08/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE PAVING
17175,AVENUE V,EAST   27 STREET,B,09/08/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE PAVING
17178,AVENUE V,EAST   28 STREET,B,09/08/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE PAVING
44656,BROADWAY,WEST  218 STREET,M,07/24/2018 09:30:47,08/03/2018 23:59:59,DOT IN-HOUSE PAVING
23991,MANHATTAN AVENUE,WEST  113 STREET,M,09/14/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
24000,MANHATTAN AVENUE,WEST  114 STREET,M,09/14/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
15266,CHURCH STREET,CORTLANDT STREET,M,02/15/2019 14:53:33,03/09/2019 23:58:59,PLACE CRANE OR SHOVEL ON STREET
15266,CHURCH STREET,CORTLANDT STREET,M,02/15/2019 14:53:34,03/09/2019 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
21594,11 AVENUE,WEST   58 STREET,M,10/19/2017 00:00:00,10/23/2017 23:59:59,DOT IN-HOUSE PAVING
44715,BROADWAY,WEST  218 STREET,M,07/24/2018 09:30:47,08/03/2018 23:59:59,DOT IN-HOUSE PAVING
44715,10 AVENUE,BROADWAY,M,07/24/2018 09:30:48,08/03/2018 23:59:59,DOT IN-HOUSE PAVING
43142,BRUCKNER BOULEVARD,EAST  140 STREET,X,05/08/2017 08:34:08,08/05/2017 23:59:59,DOT IN-HOUSE PAVING
43233,BRUCKNER BOULEVARD,WALES AVENUE,X,05/08/2017 08:34:09,08/05/2017 23:59:59,DOT IN-HOUSE PAVING
43235,BRUCKNER BOULEVARD,EAST  141 STREET,X,05/08/2017 08:34:10,08/05/2017 23:59:59,DOT IN-HOUSE PAVING
43244,BRUCKNER BOULEVARD,EAST  141 STREET,X,05/08/2017 08:34:10,08/05/2017 23:59:59,DOT IN-HOUSE PAVING
43247,BRUCKNER BOULEVARD,SOUTHERN BOULEVARD,X,05/08/2017 08:34:11,08/05/2017 23:59:59,DOT IN-HOUSE PAVING
9039560,KISSENA BOULEVARD,PARSONS BOULEVARD,Q,06/26/2017 00:00:00,08/28/2017 23:59:59,DOT IN-HOUSE PAVING
43064,BROOK AVENUE,EAST  145 STREET,X,08/09/2017 15:35:34,11/04/2017 23:59:59,DOT IN-HOUSE PAVING
53653,LYDIG AVENUE,WILLIAMSBRIDGE ROAD,X,11/30/2017 09:37:15,02/27/2018 23:59:59,DOT IN-HOUSE PAVING
46898,40 DRIVE,94 STREET,Q,08/21/2017 00:00:00,10/06/2017 23:59:59,DOT IN-HOUSE PAVING
46348,66 STREET,WOODSIDE AVENUE,Q,07/20/2017 10:35:11,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
46351,67 STREET,WOODSIDE AVENUE,Q,07/20/2017 11:14:50,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
46356,65 PLACE,65 STREET,Q,07/20/2017 10:30:13,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
46356,65 PLACE,65 STREET,Q,07/20/2017 10:34:12,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
9038686,HUDSON BOULEVARD,WEST   33 STREET,M,07/03/2017 15:57:13,09/01/2017 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
46900,40 ROAD,94 STREET,Q,08/21/2017 00:00:00,10/06/2017 23:59:59,DOT IN-HOUSE MILLING
9041137,14 STREET,33 ROAD,Q,07/20/2017 08:09:48,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
46900,40 ROAD,94 STREET,Q,08/21/2017 00:00:00,10/06/2017 23:59:59,DOT IN-HOUSE PAVING
46901,41 ROAD,94 STREET,Q,08/21/2017 00:00:00,10/06/2017 23:59:59,DOT IN-HOUSE MILLING
46901,41 ROAD,94 STREET,Q,08/21/2017 00:00:00,10/06/2017 23:59:59,DOT IN-HOUSE PAVING
24066,8 AVENUE,WEST  113 STREET,M,09/14/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
24128,ST NICHOLAS AVENUE,WEST  113 STREET,M,09/14/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
24135,7 AVENUE,WEST  113 STREET,M,09/14/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
24798,EAST   26 STREET,EMMONS AVENUE,B,09/07/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
24801,EAST   27 STREET,EMMONS AVENUE,B,09/07/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
24806,EAST   28 STREET,EMMONS AVENUE,B,09/07/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
24844,AVENUE V,EAST   29 STREET,B,09/08/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE PAVING
25097,ALLEN AVENUE,GERRITSEN AVENUE,B,09/05/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
44715,BROADWAY,WEST  218 STREET,M,07/27/2018 00:00:00,08/03/2018 23:59:59,DOT IN-HOUSE PAVING
25100,AVENUE X,GERRITSEN AVENUE,B,09/05/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
44716,10 AVENUE,BROADWAY,M,07/24/2018 09:30:48,08/03/2018 23:59:59,DOT IN-HOUSE PAVING
25199,DEVON AVENUE,GERRITSEN AVENUE,B,09/05/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
44717,BROADWAY,WEST  219 STREET,M,07/24/2018 09:30:50,08/03/2018 23:59:59,DOT IN-HOUSE PAVING
25268,FLORENCE AVENUE,GERRITSEN AVENUE,B,09/05/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
25296,GERRITSEN AVENUE,SEBA AVENUE,B,09/05/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
25299,GERRITSEN AVENUE,LOIS AVENUE,B,09/05/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
25878,AVENUE L,EAST   70 STREET,B,09/07/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
17371,AVENUE H,OCEAN PARKWAY,B,08/21/2017 00:00:00,08/25/2017 23:59:59,DOT IN-HOUSE PAVING
17373,LIRR BAY RIDGE DIV,OCEAN PARKWAY,B,08/21/2017 00:00:00,08/25/2017 23:59:59,DOT IN-HOUSE PAVING
17388,OCEAN PARKWAY,WEBSTER AVENUE,B,08/21/2017 00:00:00,08/25/2017 23:59:59,DOT IN-HOUSE PAVING
25879,AVENUE L,EAST   72 STREET,B,09/07/2017 00:00:00,09/15/2017 23:59:59,DOT IN-HOUSE MILLING
45257,51 AVENUE,63 STREET,Q,10/24/2017 10:18:38,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
44261,EAST  171 STREET,TELLER AVENUE,X,10/20/2017 14:12:18,01/17/2018 23:59:59,DOT IN-HOUSE PAVING
44260,EAST  170 STREET,TELLER AVENUE,X,10/20/2017 14:15:36,12/20/2017 23:59:59,DOT IN-HOUSE PAVING
44260,BEND,TELLER AVENUE,X,10/20/2017 14:15:37,12/20/2017 23:59:59,DOT IN-HOUSE PAVING
57700,LUCERNE STREET,RADIO DRIVE,X,01/01/2018 00:00:00,03/11/2018 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
59718,36 AVENUE,211 STREET,Q,01/01/2018 00:00:00,03/11/2018 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
41780,34 AVENUE,46 STREET,Q,04/03/2018 14:27:00,05/01/2018 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION-PROT
41780,34 AVENUE,46 STREET,Q,04/03/2018 14:38:12,05/01/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
41780,34 AVENUE,46 STREET,Q,04/03/2018 14:38:13,05/01/2018 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
41780,34 AVENUE,46 STREET,Q,04/03/2018 14:38:14,05/01/2018 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
14945,NEVINS STREET,PRESIDENT STREET,B,10/11/2017 00:00:00,10/13/2017 23:59:59,DOT IN-HOUSE PAVING
21266,9 AVENUE,WEST   35 STREET,M,10/11/2017 00:00:00,10/13/2017 23:59:59,DOT IN-HOUSE PAVING
21342,8 AVENUE,WEST   35 STREET,M,10/11/2017 00:00:00,10/13/2017 23:59:59,DOT IN-HOUSE PAVING
21379,5 AVENUE,EAST   29 STREET,M,10/12/2017 00:00:00,10/13/2017 23:59:59,DOT IN-HOUSE PAVING
21440,5 AVENUE,EAST   30 STREET,M,10/12/2017 00:00:00,10/13/2017 23:59:59,DOT IN-HOUSE PAVING
69583,WEST   63 STREET,FREEDOM PLACE SOUTH,M,12/04/2017 00:00:00,12/05/2017 23:59:59,DOT IN-HOUSE PAVING
21441,5 AVENUE,EAST   31 STREET,M,10/12/2017 00:00:00,10/13/2017 23:59:59,DOT IN-HOUSE PAVING
65398,57 STREET,ROOSEVELT AVENUE,Q,01/05/2018 00:00:00,01/08/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
65398,57 STREET,ROOSEVELT AVENUE,Q,01/05/2018 00:00:00,01/08/2018 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
65398,57 STREET,ROOSEVELT AVENUE,Q,01/05/2018 00:00:00,01/08/2018 23:58:59,PLACE MATERIAL ON STREET
65398,57 STREET,ROOSEVELT AVENUE,Q,01/05/2018 00:00:00,01/08/2018 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION-PROT
9653,CHEROKEE STREET,FR CAPODANNO BOULEVARD,S,01/01/2018 00:00:00,02/17/2018 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION WATER
15266,CHURCH STREET,CORTLANDT STREET,M,02/15/2019 14:53:34,03/09/2019 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
15266,CHURCH STREET,CORTLANDT STREET,M,02/15/2019 14:53:35,03/09/2019 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
23501,CENTRAL PARK WEST,WEST   96 STREET,M,10/16/2017 10:13:36,10/20/2017 23:59:59,DOT IN-HOUSE MILLING
35163,LAKEWOOD AVENUE,REMINGTON STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE MILLING
35163,LAKEWOOD AVENUE,REMINGTON STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE PAVING
35164,LUX ROAD,PINEGROVE STREET,Q,03/19/2018 00:00:00,04/30/2018 23:59:59,DOT IN-HOUSE MILLING
41780,34 AVENUE,46 STREET,Q,04/03/2018 14:38:16,05/01/2018 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
21442,5 AVENUE,EAST   32 STREET,M,10/12/2017 00:00:00,10/13/2017 23:59:59,DOT IN-HOUSE PAVING
23376,WEST   96 STREET,WEST END AVENUE,M,10/12/2017 00:00:00,10/13/2017 23:59:59,DOT IN-HOUSE MILLING
23415,BROADWAY,WEST   96 STREET,M,10/12/2017 00:00:00,10/13/2017 23:59:59,DOT IN-HOUSE MILLING
23501,CENTRAL PARK WEST,WEST   96 STREET,M,10/12/2017 00:00:00,10/13/2017 23:59:59,DOT IN-HOUSE MILLING
23573,2 AVENUE,EAST   77 STREET,M,10/16/2017 14:26:51,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING
23653,EAST   91 STREET,LEXINGTON AVENUE,M,10/12/2017 15:21:04,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING
23654,EAST   92 STREET,LEXINGTON AVENUE,M,10/12/2017 15:21:05,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING
